B1,B2,B3,B4,Label
-84,-82,-79.5,-88,One person
-84,-87.25,-80.75,-88,One person
-85.33,-87.25,-80.75,-88,One person
-85.33,-91.25,-81.33,-88,One person
-83.5,-91.25,-81.33,-85.67,One person
-83.5,-85.25,-79,-85.67,One person
-82,-85.25,-79,-85,One person
-82,-85.5,-76.67,-85,One person
-81,-85.5,-76.67,-84.5,One person
-81,-79.25,-73,-84.5,One person
-78,-79.25,-73,-83.75,One person
-78,-74,-73,-83.75,One person
-78.33,-74,-73,-84.25,One person
-78.33,-75.5,-74,-84.25,One person
-79,-75.5,-74,-83.75,One person
-79,-71.75,-74.33,-83.75,One person
-79.25,-71.75,-74.33,-85,One person
-79.25,-72.5,-75.33,-85,One person
-80.5,-72.5,-75.33,-84.75,One person
-80.5,-72.5,-77,-84.75,One person
-81.25,-72.5,-77,-83.75,One person
-81.25,-73.75,-78.67,-83.75,One person
-82.75,-73.75,-78.67,-85.25,One person
-82.75,-77.25,-82,-85.25,One person
-82,-77.25,-82,-83.67,One person
-82,-78.5,-85.5,-83.67,One person
-80.25,-78.5,-85.5,-82.33,One person
-80.25,-78.25,-84.25,-82.33,One person
-78.75,-78.25,-84.25,-83.67,One person
-78.75,-74.75,-82.25,-83.67,One person
-78.5,-74.75,-82.25,-82,One person
-78.5,-70,-77.5,-82,One person
-79.25,-70,-77.5,-83,One person
-79.25,-68.75,-75,-83,One person
-80,-68.75,-75,-84,One person
-80,-70.25,-76.5,-84,One person
-81.25,-70.25,-76.5,-83.67,One person
-81.25,-71.5,-77.75,-83.67,One person
-80.33,-71.5,-77.75,-83.67,One person
-80.33,-77.5,-79.5,-83.67,One person
-80.67,-77.5,-79.5,-83,One person
-80.67,-79,-80.5,-83,One person
-81,-79,-80.5,-84,One person
-81,-79.75,-82,-84,One person
-81,-79.75,-82,-83.5,One person
-81,-80.75,-83,-83.5,One person
-80,-80.75,-83,-84,One person
-80,-76.75,-80.33,-84,One person
-79.33,-76.75,-80.33,-84.75,One person
-79.33,-74.75,-84.67,-84.75,One person
-78.33,-74.75,-84.67,-84.67,One person
-78.33,-78.5,-80.33,-84.67,One person
-78.75,-78.5,-80.33,-86.33,One person
-78.75,-76.5,-78.25,-86.33,One person
-80.25,-76.5,-78.25,-87,One person
-80.25,-75.25,-79.5,-87,One person
-82,-75.25,-79.5,-86,One person
-82,-76,-74.75,-86,One person
-83.33,-76,-74.75,-86.67,One person
-83.5,-71.25,-76,-86.67,One person
-84.67,-71.25,-76,-88,One person
-85.25,-76,-77.33,-88,One person
-85.67,-76,-79.25,-88.25,One person
-85.67,-77.75,-80,-88.25,One person
-85.5,-77.75,-80,-89.33,One person
-87,-79.5,-81,-89,One person
-87,-79.5,-83,-89.33,One person
-89.33,-81.5,-86,-89.25,One person
-89.33,-81.5,-81.33,-88.67,One person
-90.5,-79.33,-81.33,-88.67,One person
-90.5,-79.33,-77,-88.5,One person
-87,-79.5,-77,-86.67,One person
-87,-79.5,-75.75,-86.67,One person
-85.5,-74.5,-75.75,-85.33,One person
-85.5,-74.5,-72,-85.33,One person
-84,-69,-72,-83.5,One person
-84,-69,-73.25,-83.5,One person
-85.67,-69.67,-73.25,-84,One person
-85.67,-69.67,-74.25,-84,One person
-87.33,-70,-74.25,-85.67,One person
-87.33,-70,-76.25,-85.67,One person
-87,-71.75,-76.25,-85.33,One person
-87,-71.75,-77.67,-85.33,One person
-86.5,-77.5,-77.67,-85.33,One person
-86.5,-77.5,-80,-85.33,One person
-84.75,-80.25,-80,-84,One person
-84.75,-80.25,-83,-84,One person
-83.5,-82.5,-83,-83,One person
-83.5,-82.5,-84.33,-83,One person
-82,-83.75,-84.33,-83.67,One person
-82,-83.75,-86.25,-83.67,One person
-79.75,-78,-86.25,-83.5,One person
-79.75,-78,-87,-83.5,One person
-78.5,-74.5,-87,-84.33,One person
-78.5,-74.5,-88,-84.33,One person
-77.75,-71.5,-88,-84,One person
-77.75,-71.5,-82.5,-84,One person
-78.5,-68,-82.5,-83,One person
-78.5,-68,-75.5,-83,One person
-79.75,-69.25,-75.5,-83,One person
-79.75,-69.25,-75.67,-83,One person
-80.75,-71.25,-75.67,-82.5,One person
-80.75,-71.25,-75.75,-82.5,One person
-82,-72.25,-75.75,-82.5,One person
-82,-72.25,-76.67,-82.5,One person
-81.5,-74.25,-76.67,-84.5,One person
-81.5,-74.25,-78.67,-84.5,One person
-79.5,-74.25,-78.67,-85.33,One person
-79.5,-74.25,-81,-85.33,One person
-78.5,-74.25,-81,-87,One person
-78.5,-74.25,-83.33,-87,One person
-77.67,-75,-83.33,-86.5,One person
-77.67,-75,-81,-86.5,One person
-77.25,-73.5,-81,-86,One person
-77.25,-73.5,-78.5,-86,One person
-76.5,-72,-78.5,-85.25,One person
-76.5,-72,-76.25,-85.25,One person
-75.67,-70,-76.25,-84.67,One person
-75.67,-70,-74,-84.67,One person
-77.67,-68.25,-74,-84,One person
-77.67,-68.25,-75.33,-84,One person
-79.33,-69.25,-75.33,-83.33,One person
-79.33,-69.25,-76.33,-83.33,One person
-81.33,-70.25,-76.33,-83,One person
-81.33,-70.25,-77.67,-83,One person
-81,-71.25,-77.67,-83.75,One person
-81,-71.25,-79,-83.75,One person
-80.67,-74.75,-79,-85.25,One person
-80.67,-74.75,-79.33,-85.25,One person
-80,-75.5,-79.33,-86.25,One person
-80,-75.5,-81,-86.25,One person
-79.5,-76.67,-81,-87,One person
-79.5,-76.67,-82.67,-87,One person
-77.5,-79,-82.67,-86.5,One person
-77.5,-79,-80,-86.5,One person
-77,-72,-80,-85.5,One person
-77,-72,-80,-85.5,One person
-76,-68,-80,-84.75,One person
-76,-68,-84.33,-84.75,One person
-77.75,-68,-84.33,-84.5,One person
-77.75,-68,-82.33,-84.5,One person
-79.5,-69.25,-82.33,-84,One person
-79.5,-69.25,-83.33,-84,One person
-80.75,-70.25,-83.33,-83.5,One person
-80.75,-70.25,-82,-83.5,One person
-82.25,-71,-82,-82.75,One person
-82.25,-71.5,-77.5,-82.75,One person
-81.5,-72.67,-77.5,-82,One person
-81.5,-72,-77.67,-82,One person
-80.25,-71.67,-77.67,-83.33,One person
-80.25,-73,-80.33,-83.33,One person
-85.25,-73.33,-80.33,-83.5,One person
-85.25,-73.33,-81.5,-83.5,One person
-85.5,-73.33,-81.5,-84.5,One person
-85.5,-76.33,-86,-84.5,One person
-85,-76.33,-86,-83.33,One person
-85,-80.33,-80,-83.33,One person
-85,-80.33,-80,-81.67,One person
-85,-77.33,-74.5,-81.67,One person
-79.25,-77.33,-74.5,-81.5,One person
-79.25,-75,-74.33,-81.5,One person
-80.5,-75,-74.33,-81,One person
-80.5,-71.5,-74.75,-81,One person
-82.75,-71.5,-74.75,-81.33,One person
-82.75,-69,-75,-81.33,One person
-84.75,-69,-75,-81.67,One person
-84.75,-69.75,-75,-81.67,One person
-86.75,-69.75,-75,-81.67,One person
-86.75,-70.5,-76,-81.67,One person
-85,-70.5,-76,-81.67,One person
-85,-71.25,-76.5,-81.67,One person
-84.33,-71.25,-76.5,-82.33,One person
-84.33,-74,-77.5,-82.33,One person
-82.67,-74,-77.5,-83.67,One person
-82.67,-76.25,-78.5,-83.67,One person
-80,-76.25,-78.5,-85.67,One person
-80,-79,-77,-85.67,One person
-79.5,-79,-77,-84.25,One person
-79.5,-81.67,-76,-84.25,One person
-79,-81.67,-76,-84.33,One person
-79,-84.33,-75,-84.33,One person
-84,-84.33,-75,-83.5,One person
-84,-86.5,-75,-83.5,One person
-84,-86.5,-75,-81,One person
-84,-80.5,-78,-81,One person
-83.25,-85.67,-78,-88,One person
-83.25,-85.67,-80,-88,One person
-85,-85.67,-80,-88,One person
-85,-86,-80,-88,One person
-79.5,-86,-80,-88,One person
-79.5,-82.75,-82,-88,One person
-82,-82.75,-82,-89.5,One person
-82,-87,-84,-89.5,One person
-84,-82.5,-84,-86.5,One person
-84,-81.67,-84,-86.5,One person
-86,-81.67,-84,-87.67,One person
-86,-82.33,-85.5,-87.67,One person
-83.75,-82.33,-85.5,-86.75,One person
-83.75,-86.33,-83,-86.75,One person
-82.25,-86.33,-83,-88.5,One person
-82.25,-82,-80.5,-88.5,One person
-80.5,-82,-80.5,-89.75,One person
-80.5,-78.75,-78.5,-89.75,One person
-77,-78.75,-78.5,-88.5,One person
-77,-72,-75.75,-88.5,One person
-78,-72,-75.75,-88.5,One person
-78,-67.67,-76.75,-88.5,One person
-78.75,-67.67,-76.75,-86.5,One person
-78.75,-68.33,-78,-86.5,One person
-79.25,-68.33,-78,-84.25,One person
-79.25,-70,-78.67,-84.25,One person
-80,-70,-78.67,-84.25,One person
-80,-71.33,-79.33,-84.25,One person
-82,-71.33,-79.33,-84.5,One person
-82,-74.75,-81,-84.5,One person
-84,-74.75,-81,-84.75,One person
-84,-78.25,-81.67,-84.75,One person
-85.75,-78.25,-81.67,-85,One person
-85.75,-81.75,-80.5,-85,One person
-85.25,-81.75,-80.5,-85.33,One person
-85.25,-85.33,-79.25,-85.33,One person
-84,-85.33,-79.25,-85.33,One person
-84,-79.67,-78,-85.33,One person
-80,-79.67,-78,-84.67,One person
-80,-79,-76.67,-84.67,One person
-76.33,-79,-76.67,-83.5,One person
-76.33,-80.33,-78.33,-83.5,One person
-77,-80.33,-78.33,-82,One person
-77,-78.25,-80.67,-82,One person
-77.75,-78.25,-80.67,-81,One person
-77.75,-79,-82.33,-81,One person
-78.33,-79,-82.33,-80.25,One person
-78.33,-76,-82,-80.25,One person
-82.33,-76,-82,-81.5,One person
-82.33,-71.5,-82,-81.5,One person
-85.33,-71.5,-82,-82,One person
-85.33,-75,-81.75,-82,One person
-88,-75,-81.75,-83.33,One person
-88,-78.75,-81.67,-83.33,One person
-88.25,-78.75,-81.67,-85.33,One person
-88.25,-82.25,-80.33,-85.33,One person
-85.25,-82.25,-80.33,-85.33,One person
-85.25,-86,-78.67,-85.33,One person
-82.25,-86,-78.67,-85.5,One person
-82.25,-81.5,-77,-85.5,One person
-80.33,-81.5,-77,-85.67,One person
-80.33,-77,-78.25,-85.67,One person
-77.33,-77,-78.25,-84,One person
-77.33,-72.75,-79.5,-84,One person
-78.33,-72.75,-79.5,-82.67,One person
-78.33,-68.75,-80.33,-82.67,One person
-79.5,-68.75,-80.33,-81,One person
-79.5,-69,-82,-81,One person
-79.33,-69,-82,-82.67,One person
-79.33,-70,-82,-82.67,One person
-81.67,-70,-82,-84.33,One person
-81.67,-76,-82,-84.33,One person
-85,-76,-82,-85,One person
-85,-80.67,-81.75,-85,One person
-86,-80.67,-81.75,-85,One person
-86,-81.75,-81.75,-85,One person
-85.5,-81.75,-81.75,-84.67,One person
-85.5,-85.5,-80.25,-85.25,One person
-83,-85.5,-80.25,-85,One person
-83,-81,-79.67,-85,One person
-81,-81,-79,-85.67,One person
-81,-79.67,-78.33,-85.67,One person
-77,-79.67,-78.33,-85.67,One person
-76.67,-77,-76.5,-86,One person
-76.5,-77,-78.67,-86,One person
-77.33,-75.5,-80,-85,One person
-77.5,-75.5,-80,-85,One person
-78.33,-77.5,-80,-81,One person
-78.33,-77.5,-81.5,-81,One person
-78.5,-75.33,-81.5,-82.5,One person
-78.5,-75.33,-81,-82.5,One person
-80.25,-74.25,-81,-82.33,One person
-80.25,-74.25,-81.67,-82.33,One person
-81.5,-74.75,-81.67,-81.5,One person
-81.5,-74.75,-82.25,-81.5,One person
-82.5,-78.25,-82.25,-81.5,One person
-82.5,-78.25,-86.25,-81.5,One person
-83.5,-81.75,-86.25,-80.67,One person
-83.5,-81.75,-88.33,-80.67,One person
-83.67,-85.33,-88.33,-80,One person
-83.67,-85.33,-90,-80,One person
-83.5,-79.33,-90,-87.5,One person
-83.5,-79.33,-85,-87.5,One person
-79.5,-73,-85,-93.5,One person
-79.5,-73,-76,-93.5,One person
-76,-67,-76,-93.5,One person
-76,-67,-77,-93.5,One person
-78,-68,-77,-89,One person
-78,-68,-77.25,-89,One person
-79,-68.5,-77.25,-85,One person
-79,-68.5,-78.25,-85,One person
-80,-69.25,-78.25,-81.67,One person
-80,-69.25,-80.75,-81.67,One person
-81.5,-74.5,-80.75,-81.5,One person
-81.5,-74.5,-82,-81.5,One person
-82,-76,-82,-82,One person
-82,-76,-82,-82,One person
-82.5,-78.33,-82,-82,One person
-82.5,-78.33,-83.33,-82,One person
-89.5,-82.33,-83.33,-84,One person
-89.5,-82.33,-79.33,-84,One person
-85.5,-81.33,-79.33,-87.5,One person
-85.5,-81.33,-77.33,-87.5,One person
-83,-78.33,-77.33,-86.67,One person
-83,-78.33,-75.33,-86.67,One person
-86,-76.25,-75.33,-90,One person
-86,-76.25,-75.33,-90,One person
-83.67,-77.25,-75.33,-91,One person
-83.67,-77.25,-75,-91,One person
-86.5,-73.5,-75,-92.5,One person
-86.5,-73.5,-74.5,-92.5,One person
-86.5,-74.25,-74.5,-92,One person
-86.5,-74.25,-81,-92,One person
-78,-74.25,-81,-84,One person
-78,-74.25,-82.33,-84,One person
-82,-70.33,-82.33,-84,One person
-82,-70.33,-83,-84,One person
-83.67,-70.5,-83,-86,One person
-83.67,-70.5,-85,-86,One person
-86,-80.5,-85,-89,One person
-86,-80.5,-88.67,-89,One person
-85,-87.5,-88.67,-86.67,One person
-85,-87.5,-84.67,-86.67,One person
-88.75,-86.33,-84.67,-87,One person
-88.75,-86.33,-81.33,-87,One person
-86.25,-81.75,-81.33,-86.25,One person
-86.25,-81.75,-84,-86.25,One person
-84,-75.75,-84,-84.5,One person
-84,-75.75,-80,-84.5,One person
-83.25,-71.5,-80,-85.5,One person
-83.25,-71.5,-82,-85.5,One person
-77.75,-68.25,-82,-85.25,One person
-77.75,-68.25,-83.5,-85.25,One person
-78.25,-69,-83.5,-85.25,One person
-78.25,-69,-81.5,-85.25,One person
-79.75,-70,-81.5,-87.75,One person
-79.75,-70,-82.75,-87.75,One person
-80.5,-74.5,-82.75,-88.33,One person
-80.5,-74.5,-83.5,-88.33,One person
-81.25,-75.67,-83.5,-89.33,One person
-81.25,-75.67,-81.75,-89.33,One person
-83,-81.67,-81.75,-88.67,One person
-83,-81.67,-84.75,-88.67,One person
-83.33,-87,-84.75,-86.5,One person
-83.33,-87,-87.5,-86.5,One person
-82.33,-89,-87.5,-87,One person
-82.33,-89,-88.67,-87,One person
-82.5,-80.5,-88.67,-85.5,One person
-82.5,-80.5,-91,-85.5,One person
-79,-81.5,-91,-88,One person
-79,-81.5,-88.5,-88,One person
-79,-81.5,-88.5,-88,One person
-79,-79,-81,-88,One person
-83,-79,-81,-81,One person
-83,-76.5,-83,-81,One person
-83,-78,-83,-81,One person
-83,-81,-88,-81,One person
-83,-77.67,-88,-81,One person
-83,-75,-87,-81,One person
-83,-75,-87,-81,One person
-83,-78,-86.25,-81,One person
-83,-78,-86.25,-98,One person
-83,-80.75,-86.67,-98,One person
-83,-80.75,-86.67,-98,One person
-83,-77.67,-81,-98,One person
-83,-77.67,-81,-98,One person
-83,-77.67,-79,-98,One person
-83,-77.67,-79,-98,One person
-83,-73.5,-74,-98,One person
-81.60091942,-73.5,-74,-80,One person
-81.60091942,-67.5,-76.5,-80,One person
-81,-67.5,-76.5,-81.5,One person
-81,-67.5,-79,-81.5,One person
-87.5,-67.5,-79,-82.33,One person
-87.5,-69.5,-79,-82.33,One person
-88.67,-69.5,-79,-82.5,One person
-88.67,-70.33,-79,-82.5,One person
-88.25,-70.33,-79,-83.25,One person
-88.25,-77,-79,-83.25,One person
-90.67,-77,-79,-83.33,One person
-90.67,-77,-90,-83.33,One person
-89,-77,-90,-83,One person
-89,-80.33,-87.5,-83,One person
-87,-80.33,-87.5,-83,One person
-87,-83.33,-82.33,-83,One person
-86,-83.33,-82.33,-82,One person
-86,-81,-82.33,-82,One person
-86,-81,-82.33,-90,One person
-86,-77,-76.67,-90,One person
-86,-77,-76.67,-90,One person
-86,-73.33,-74.33,-90,One person
-81,-73.33,-74.33,-87.67,One person
-81,-69.33,-75.5,-87.67,One person
-76,-69.33,-75.5,-90.5,One person
-76,-70.25,-77.33,-90.5,One person
-76,-70.25,-77.33,-83,One person
-76,-76,-80,-83,One person
-76,-76,-80,-83,One person
-76,-76.25,-81,-83,One person
-81.60091942,-76.25,-81,-85.98762215,One person
-81.60091942,-78.67,-81,-85.98762215,One person
-81.60091942,-78.67,-81,-85.98762215,One person
-81.60091942,-81.5,-81,-85.98762215,One person
-81.60091942,-81.5,-81,-85.98762215,One person
-81.60091942,-71,-75,-85.98762215,One person
-85,-71,-75,-82,One person
-85,-76.37139098,-75,-82,One person
-81,-76.37139098,-75,-83.5,One person
-81,-76.37139098,-84.5,-83.5,One person
-81,-76.37139098,-84.5,-88.33,One person
-81,-67,-81,-88.33,One person
-80.33,-67,-81,-88.33,One person
-80.33,-75.5,-82.33,-88.33,One person
-78.33,-75.5,-82.33,-89,One person
-78.33,-72,-81.5,-89,One person
-79.67,-72,-81.5,-89.67,One person
-79.67,-71.25,-77.33,-89.67,One person
-79.75,-71.25,-77.33,-85.33,One person
-79.75,-72.25,-78.67,-85.33,One person
-79.75,-72.25,-78.67,-85.33,One person
-79.75,-73,-78.5,-85.33,One person
-81.25,-73,-78.5,-86,One person
-81.25,-74,-80.5,-86,One person
-82.25,-74,-80.5,-88.5,One person
-82.25,-77.25,-82,-88.5,One person
-84.5,-77.25,-82,-91.5,One person
-84.5,-80.25,-84,-91.5,One person
-86.33,-80.25,-84,-91.5,One person
-86.33,-78,-87.33,-91.5,One person
-87,-78,-87.33,-91.5,One person
-87,-82.5,-90.67,-91.5,One person
-83,-82.5,-90.67,-91,One person
-83,-87.5,-86.67,-91,One person
-77,-87.5,-86.67,-83,One person
-77,-80,-86.75,-83,One person
-78.33,-80,-86.75,-86,One person
-78.33,-76,-84.5,-86,One person
-78.33,-76,-84.5,-86,One person
-78.33,-79,-81.67,-86,One person
-79.67,-79,-81.67,-85.33,One person
-79.67,-73.75,-84.67,-85.33,One person
-82,-73.75,-84.67,-85.67,One person
-82,-79.5,-83.5,-85.67,One person
-84,-79.5,-83.5,-84,One person
-84,-80.25,-83,-84,One person
-84,-80.25,-83,-84.33,One person
-84,-79.25,-88,-84.33,One person
-84.33,-79.25,-88,-85,One person
-84.33,-83.25,-85.67,-85,One person
-81.67,-83.25,-85.67,-85.67,One person
-81.67,-81.5,-83,-85.67,One person
-78.67,-81.5,-83,-85.25,One person
-78.67,-80.5,-80.75,-85.25,One person
-78,-80.5,-80.75,-85.33,One person
-78,-76.25,-75,-85.33,One person
-77,-76.25,-74.75,-85,One person
-77,-71.25,-74.67,-85,One person
-77.33,-71.25,-76.25,-84.67,One person
-77.33,-67,-76.67,-84.67,One person
-78,-67,-77.75,-85,One person
-78,-67.5,-78.67,-85,One person
-79,-67.5,-79.25,-85,One person
-79.33,-67.75,-81,-85,One person
-80,-67.75,-82.5,-84.75,One person
-81,-68.25,-82.5,-84.75,One person
-81,-68.25,-84,-86.75,One person
-81.25,-68.75,-84,-86.75,One person
-81.67,-68.75,-85.25,-88.75,One person
-81.67,-72.5,-85.25,-88.75,One person
-82.5,-72.5,-86.67,-90.5,One person
-82.67,-76.75,-86.67,-90.5,One person
-82.67,-76.75,-88.67,-91.25,One person
-81.67,-80.75,-88.67,-91.25,One person
-81.67,-80.75,-84.67,-90.67,One person
-80,-80.25,-84.67,-89.25,One person
-80,-80.25,-81,-88,One person
-79.25,-76,-81,-87,One person
-79.25,-76,-81.5,-85.33,One person
-78.75,-77.25,-81.5,-85,One person
-78.75,-77.25,-77.67,-84.33,One person
-78.33,-78.25,-77.67,-84.33,One person
-78.33,-78.25,-79,-84.33,One person
-79,-84.75,-79,-84,One person
-79,-84.75,-83,-84,One person
-81,-91.25,-83,-84,One person
-81,-91.25,-80.48199678,-84,One person
-85,-86.5,-80.48199678,-85.98762215,One person
-85,-86.5,-83,-85.98762215,One person
-85.5,-85.5,-83,-86,One person
-85.5,-85.5,-83,-86,One person
-85.5,-83.75,-83,-86,One person
-85.5,-83.75,-86.67,-86,One person
-83,-82,-86.67,-82.5,One person
-83,-82,-83.25,-82.5,One person
-80.67,-85.67,-83.25,-83.33,One person
-80.67,-85.67,-88,-83.33,One person
-78,-87,-88,-82,One person
-78,-87,-89.67,-82,One person
-78,-80.67,-89.67,-82,One person
-78,-80.67,-84.33,-82,One person
-79.5,-74.33,-84.33,-85,One person
-79.5,-74.33,-85.67,-85,One person
-80.5,-79,-85.67,-80,One person
-80.5,-79,-77.5,-80,One person
-80.5,-74.5,-77.5,-80,One person
-80.5,-74.5,-77.5,-80,One person
-81.67,-80.75,-77.5,-80.5,One person
-81.67,-80.75,-80.5,-80.5,One person
-82.67,-81.75,-80.5,-85.33,One person
-82.67,-81.75,-83.5,-85.33,One person
-84,-78,-83.5,-87.67,One person
-84,-78,-83.33,-87.67,One person
-83.75,-81.5,-83.33,-86.25,One person
-83.75,-81.5,-81,-86.25,One person
-83.67,-78,-81,-87.75,One person
-83.67,-78,-78.5,-87.75,One person
-81.33,-76.5,-78.5,-85.5,One person
-81.33,-76.5,-76.25,-85.5,One person
-79,-79.33,-76.25,-84.25,One person
-79,-79.33,-73.75,-84.25,One person
-79,-81.75,-73.75,-85.25,One person
-79,-81.75,-75,-85.25,One person
-79,-77.25,-75,-84,One person
-79,-77.25,-75.33,-84,One person
-80.5,-77.75,-75.33,-83.25,One person
-80.5,-77.75,-76,-83.25,One person
-81.75,-74,-76,-83.25,One person
-81.75,-74,-79,-83.25,One person
-81.5,-69,-79,-82.33,One person
-81.5,-69,-83,-82.33,One person
-82.25,-71.5,-83,-82.5,One person
-82.25,-71.5,-86,-82.5,One person
-82.25,-74,-86,-86,One person
-82.25,-74,-86,-86,One person
-82.33,-78.75,-86,-87,One person
-82.33,-78.75,-86,-87,One person
-80.67,-82,-86,-87.33,One person
-80.67,-82,-81.5,-87.33,One person
-79,-78.33,-81.5,-87.75,One person
-79,-78.33,-73.5,-87.75,One person
-76.67,-75,-73.5,-87,One person
-76.67,-75,-75,-87,One person
-77.25,-68.33,-75,-89,One person
-77.25,-68.33,-75.75,-89,One person
-77.5,-69.25,-75.75,-89,One person
-77.5,-69.25,-76.75,-89,One person
-78,-70,-76.75,-88.33,One person
-78,-70,-78.25,-88.33,One person
-78.75,-69.5,-78.25,-88,One person
-78.75,-69.5,-82.25,-88,One person
-78.67,-74.25,-82.25,-87,One person
-78.67,-74.25,-85.75,-87,One person
-82,-80,-85.75,-89.5,One person
-82,-80,-88.75,-89.5,One person
-83.5,-83.67,-88.75,-90.33,One person
-83.5,-86.25,-87.25,-90.33,One person
-82.5,-92.33,-87.25,-92.67,One person
-82.5,-89.75,-82.25,-92.67,One person
-80.33,-90.33,-82.25,-95,One person
-80.33,-90.33,-77.5,-95,One person
-76.67,-88,-77.5,-93.5,One person
-76.67,-81.33,-73.33,-93.5,One person
-76.75,-81.33,-73.33,-91.33,One person
-76.75,-72.67,-74.67,-91.33,One person
-77.5,-72.67,-74.67,-90,One person
-77.5,-67.67,-75.67,-90,One person
-78,-67.67,-75.67,-87,One person
-78,-68,-77,-87,One person
-79,-68,-77,-85.5,One person
-79,-68.5,-77,-85.5,One person
-80.33,-68.5,-77,-84,One person
-80.33,-69,-77,-84,One person
-82,-69,-77,-83.5,One person
-82,-75.25,-77,-83.5,One person
-82.25,-75.25,-77,-85.33,One person
-82.25,-79,-80,-85.33,One person
-83.25,-79,-80,-87,One person
-83.25,-82.25,-78,-87,One person
-82.25,-82.25,-78,-87.5,One person
-82.25,-85.5,-77.33,-87.5,One person
-79.75,-85.5,-77.33,-88.5,One person
-79.75,-79.5,-77.25,-88.5,One person
-78,-79.5,-77.25,-87.25,One person
-78,-75.25,-76.33,-87.25,One person
-76,-75.25,-76.33,-86.67,One person
-76,-72.67,-76.67,-86.67,One person
-75.5,-72.67,-76.67,-85.5,One person
-75.5,-67.67,-77.33,-85.5,One person
-77.5,-67.67,-77.33,-83.5,One person
-77.5,-68.67,-78.33,-83.5,One person
-78.5,-68.67,-78.33,-83,One person
-78.5,-71,-78.25,-83,One person
-78.67,-71,-78.25,-83,One person
-78.67,-70.5,-79.75,-83,One person
-81.25,-70.5,-79.75,-84.67,One person
-81.25,-74.25,-81.5,-84.67,One person
-82,-74.25,-81.5,-85.5,One person
-82,-75.33,-83,-85.5,One person
-83.75,-75.33,-83,-85.5,One person
-83.75,-78.67,-82,-85.5,One person
-83.25,-78.67,-82,-85.5,One person
-83.25,-87,-79.5,-85.5,One person
-80.25,-87,-79.5,-84,One person
-80.25,-82,-76.5,-84,One person
-79.25,-82,-76.5,-85,One person
-79.25,-82,-73.33,-85,One person
-77.33,-82,-73.33,-86,One person
-77.33,-76.67,-74.33,-86,One person
-79.33,-76.67,-74.33,-89.33,One person
-79.33,-70,-76,-89.33,One person
-82,-70,-76,-88.67,One person
-82,-71,-77.5,-88.67,One person
-85.67,-71,-77.5,-87,One person
-85.67,-71,-78.67,-87,One person
-85.25,-71,-78.67,-85.75,One person
-85.25,-72,-79.67,-85.75,One person
-87.75,-72,-79.67,-83.75,One person
-87.75,-77,-81.33,-83.75,One person
-88.67,-77,-81.33,-83.75,One person
-88.67,-81,-79.75,-83.75,One person
-87.67,-81,-79.75,-83,One person
-87.67,-86.67,-78.5,-83,One person
-85.33,-86.67,-78.5,-82,One person
-85.33,-84.25,-76.75,-82,One person
-83,-84.25,-76.75,-80,One person
-83,-79.75,-79.25,-80,One person
-83,-79.75,-79.25,-78.5,One person
-83,-75.5,-80.5,-78.5,One person
-81.33,-75.5,-80.5,-78,One person
-81.33,-70.75,-81,-78,One person
-82.33,-70.75,-81,-83,One person
-82.33,-69.25,-83.25,-83,One person
-80.33,-69.25,-83.25,-86,One person
-80.33,-69,-80,-86,One person
-80,-69,-80,-87,One person
-80,-70,-80,-87,One person
-79.67,-70,-80,-87.25,One person
-79.67,-76,-86.5,-87.25,One person
-80.67,-76,-86.5,-90,One person
-80.67,-78.5,-90,-90,One person
-81.67,-78.5,-90,-89.75,One person
-81.67,-80,-84,-89.75,One person
-82.33,-80,-84,-92.25,One person
-82.33,-82.75,-87.5,-92.25,One person
-82.33,-82.75,-87.5,-93.67,One person
-82.33,-76,-89.25,-93.67,One person
-82,-76,-89.25,-93.5,One person
-82,-72.25,-85.25,-93.5,One person
-81,-72.25,-85.25,-91.5,One person
-81,-70,-89.67,-91.5,One person
-84,-70,-87.5,-84,One person
-84,-66.25,-84,-84,One person
-83,-66.25,-83,-84.67,One person
-83,-67,-78,-84.67,One person
-84,-67,-78.5,-85,One person
-84,-67.75,-80.33,-85,One person
-84.75,-67.75,-80.75,-85.25,One person
-84.75,-68.25,-80.75,-85.25,One person
-84.5,-68.25,-83,-85.67,One person
-84.5,-73.5,-83,-85.67,One person
-85,-73.5,-85.25,-85.67,One person
-85,-75,-85.25,-85.67,One person
-84.75,-75,-87.5,-85.67,One person
-84.75,-80,-87.5,-85.67,One person
-84,-80,-85.25,-85.67,One person
-84,-85,-85.25,-85.67,One person
-84.33,-85,-83.67,-84.5,One person
-84.33,-78.33,-83.67,-84.5,One person
-83.33,-78.33,-78.33,-84,One person
-83.33,-81,-78.33,-84,One person
-82.33,-81,-74.67,-83.5,One person
-82.33,-80,-74.67,-83.5,One person
-82.67,-80,-76.67,-83,One person
-82.67,-75,-76.67,-83,One person
-83.25,-75,-77,-84.33,One person
-83.25,-75.67,-77,-84.33,One person
-84,-75.67,-78.33,-84.67,One person
-84,-69,-78.33,-84.67,One person
-84.67,-69,-78.5,-85.33,One person
-84.25,-69,-78.5,-85.33,One person
-84,-69,-83.5,-86.25,One person
-84,-72.25,-83.5,-86.25,One person
-83.67,-72.25,-90,-86.67,One person
-83.75,-75.25,-90,-87,One person
-83.75,-75.25,-84,-87.67,One person
-84,-77.33,-84,-87.75,One person
